title,number,public_data,state,deal_data,text,url 
['婴儿预防针'],['编号：239468'],['发布日期2020-03-19 22:46:38'],['待处理'],['等待处理：29天4小时27分'],['请问什么时候才能可以有婴儿预防疫苗，东城社区就开放了二个点，一个只放上午预约，一个说明不打免费疫苗！这样多婴儿，能都预约到吗？连妇幼保健医院都不安排打疫苗！'],http://wz.sun0769.com/political/politics/index?id=447371
['大岭山体育公园篮球场什么时候开放'],['编号：239464'],['发布日期2020-03-19 23:10:51'],['已受理'],['等待回复：29天15小时0分'],['现在处于疫情，我能理解，希望能给个大概开放时间。我本人每次要亲自走20分钟路才能知道有没有开门，属实浪费时间。'],http://wz.sun0769.com/political/politics/index?id=447375
['烤鱼店噪音污染'],['编号：239466'],['发布日期2020-03-19 23:05:15'],['已受理'],['等待回复：29天20小时44分'],['企石杨屋村宝源路东江豪门“猫爱上鱼”违规在店外摆设餐桌，并且深夜12点还在接待客人，喝酒吵闹声严重影响周边居民休息，已经多次投诉，仍不见改善。疫情刚过又开始了，吵的要死，还请彻底整改，谢谢。'],http://wz.sun0769.com/political/politics/index?id=447373
['喜伴生活超市(花园城店)制冷外机噪声扰民'],['编号：239460'],['发布日期2020-03-20 00:29:55'],['待处理'],['等待处理：29天4小时27分'],['环保局有关领导：\r\n你们好！本人是东城区万科幸福城（景天花园）一期居民，毗邻联华花园城喜伴生活超市，该超市制冷外机去年已故障失修，全天发出强烈轰鸣噪声，夜夜扰民。去年曾向物业管理处反映，但处理未果，近期该扰民噪声愈发严重，关闭窗户仍无补于事，噪声污染严重影响附近居民身心健康，已引起共愤。望有关领导体恤，督促该超市改善，共创无污染和谐社区，万分感谢！'],http://wz.sun0769.com/political/politics/index?id=447382
['沙塘社区停车难，社区部门没人做事'],['编号：239461'],['发布日期2020-03-20 00:16:00'],['待处理'],['等待处理：29天4小时27分'],['相关领导你们好:\r\n        长期以来沙塘社区外地人车辆乱停乱放，有时还会阻塞交通，导致救护车和消防车根本进不了村。有向村书记反应过，但是村部门胆小怕事，一再推脱责任。村里建了2个大型停车场，全部让外地人停满，导致本村村民出现没车位停的现象。建意沙塘社区领导可以学习一下宝塘社区一样实行村口设关卡，村民车才可以进入，解决村民停车问题。'],http://wz.sun0769.com/political/politics/index?id=447381
['15分钟优质生活圈'],['编号：239467'],['发布日期2020-03-19 22:49:10'],['待处理'],['等待处理：29天4小时27分'],['按照今年市政府“一号文”2020年行动计划的部署安排，着力提升城市精细化管理水平。将按照“一镇（街道）一片”的工作要求，每个镇街选择一片现状已具备发展基础、提升意愿强烈、与居民日常生活紧密相关的片区集中打造成为优质生活圈，要求各镇街的优质生活圈建设在2020年内启动建设。\r\n请问南城街道将打造的15分钟优质生活圈选址哪里？'],http://wz.sun0769.com/political/politics/index?id=447372
['陈村村委路口何时可以解封，允许公交车通行'],['编号：239463'],['发布日期2020-03-19 23:46:49'],['待处理'],['等待处理：29天4小时27分'],['因为陈村村委路口被封，导致268公交从陈村村委站到最后一站以纯共8个站点都无法开通运行。现在餐饮已经堂食。理发店，大型商场等已经有序的营业，连学校都已经陆续出来开学公告，请问你们这个村的路口打算什么时候解封，以方便公交出行上班。'],http://wz.sun0769.com/political/politics/index?id=447376
['新莞人返莞被重复隔离违反中央要求'],['编号：239462'],['发布日期2020-03-20 00:09:52'],['已回复'],['处理用时：1小时46分'],"['回湖北广水探亲被隔离了五十多天，持湖北健康绿码自驾返莞，被要求居家隔离14天，比防控措施已不符合中央关于“低风险地区之间的人员和货物流动，必要的健康证明要做到全国互认，不得再设置障碍，不对人员采取隔离措施”的会议精神，请予以废除。', '您好！感谢您的意见和建议，关于湖北返莞返岗人员健康管理的问题，我市正抓紧研究，预计在近期向社会公布，具体请联系当地镇街疾控部门，祝您身体健康，工作顺利！']",http://wz.sun0769.com/political/politics/index?id=447378
['市垃圾焚烧厂超标排放'],['编号：239478'],['发布日期2020-03-19 20:29:47'],['待处理'],['等待处理：29天4小时27分'],['位于南城区水濂山附近的市垃圾焚烧厂严重超标排放，3公里以外都能看到浓浓的白烟从大烟管冒出。请问市环保局有没有相关的监管、惩罚机制？燃烧不充分，超标排放的二恶英会对附近居民的身体健康带来严重的伤害，甚至整个东莞的市民身心健康都有影响。'],http://wz.sun0769.com/political/politics/index?id=447360
['按揭中房子，房产证可否去掉1个共同所有人名'],['编号：239491'],['发布日期2020-03-19 17:47:46'],['已受理'],['等待回复：29天13小时27分'],['我有一套寮步镇房子，在按揭中，房子是一共2个共同所有人，现在另一个人想在房产证中去掉他的名字，他的份额完全转让给我，可以办理吗？需要有什么手续，什么费用'],http://wz.sun0769.com/political/politics/index?id=447347
['人社局对美宜佳知法违法变相剥削员工假期不做为。'],['编号：239489'],['发布日期2020-03-19 17:54:17'],['已受理'],['等待回复：29天19小时43分'],['1、对人社局的处理投诉，请督促人社局捍卫法律的权威，尊严。\r\n2、提的是要人社局查处美宜佳的违法行为，却把气球提回给员工，人社局真能作为。\r\n3、首先人社局是否承认美宜佳的假期规定是违法的？如果承认为什么不执法？不处罚？不让其落实法律规定？如果不承认其违法，请出示相关法理，那为什么美宜佳又同意只要员工申请就可以按劳动法规定休足假期？\r\n4、人社局是否有做足充分的调查？还是只听了人家怎么说就怎么听？有没有自己的独立思考？有没有站在人民的立场？有没有为人民解决问题的心？还是只是为了完成任务？走过场？\r\n5、据了解，即使在美宜佳内部工作满10年的老员工也只有5天的年假，没有按照法定的10天。人社局又是否认真落实了解？就这样随随便便的给个随随便便的回复就了事了？而对美宜佳的违法规定，行为视而不见？还是故意放纵？\r\n6、对于人社局这种不作为，在其位不谋其政的行为，强烈不满？该督察员是否尽责？是否有偏袒之嫌？\r\n7、请人社局敦促美宜佳落实劳动法关于员工休假的相关规定，按照累计工龄休假，不是企业内部的工作年限。要求企业修正违法的规定，并且全公司通告，并出台具体的落实办法，人社局回访跟踪，并且随机向员工了解落实情况，而不是听什么尹小姐随便的回复就不作为了事了。我认为真正为人民解决问题的态度和做事方式才是落实  习  主  席  把人民对美好生活的向往作为奋斗目标的做事方式才是有作为的。'],http://wz.sun0769.com/political/politics/index?id=447349
['跟进编号210823进展'],['编号：239449'],['发布日期2020-03-19 17:26:20'],['已受理'],['等待回复：29天15小时30分'],['塘厦镇房管所领导，关于2019.3.12反馈的编号210823塘天北路7号房产过户问题，是否有新的进展？'],http://wz.sun0769.com/political/politics/index?id=447346
['阳光中心小学招生'],['编号：239487'],['发布日期2020-03-19 18:07:20'],['待处理'],['等待处理：29天4小时27分'],['现在疫情期间很多学校都没有开学，请问阳光中心小学的2020年新生招生什么时候正式开始？'],http://wz.sun0769.com/political/politics/index?id=447351
['湖北籍是否应该取消14天的隔离'],['编号：239488'],['发布日期2020-03-19 17:58:43'],['已回复'],['处理用时：1小时59分'],"['东莞市给湖北籍免费住酒店免费送物资，在生活保障上做的是全国最好的，湖北人记住了东莞市政府的这份深情厚谊！我在老家封闭60天，持有湖北健康码，持有当地社区的健康证明，上高速前进行体温检测，自驾车过来，而且你们也知道我们没问题！在这最后冲刺阶段希望东莞不要落后于深圳和广州！', '您好！来信收悉。在此感谢您提出的意见建议，目前按照市疫情防控指挥部办公室要求，湖北省中低风险地区新返莞且有固定居所的人员，采取居家医学观察 14 天措施，没有固定居所但有接收企业的，在企业隔离点集中隔离 14 天，没有固定居所且没有接收企业的，在镇、村隔离点集中隔离 14天。一方有难，八方支援，众志成城，抗击疫情，感谢您的支持与理解。']",http://wz.sun0769.com/political/politics/index?id=447350
['湖北低风险县市人群凭健康码来莞还需要隔离吗？'],['编号：239490'],['发布日期2020-03-19 17:51:55'],['已回复'],['处理用时：1小时35分'],"['从前天开始，湖北低风险县市（除武汉市）已经全部解封，在省内可凭健康码随意通行。昨天湖北省政府恳求兄弟省市对持有健康码的湖北外出务工人员给予方便，想问能否解除持有湖北健康码的这几天来莞还需隔离14天的规定，或者说东莞何时能跟湖北实现健康码互认，让湖北外出的健康务工人员能够正常生活工作', '您好！按照市疫情防控指挥部最新指引，取得“湖北健康码”绿码，核酸检测阴性和14天健康检测证明的湖北返莞人员，不再采取医学观察措施。具体请与当地镇街疾控部门联系。']",http://wz.sun0769.com/political/politics/index?id=447348
['按揭中房产实际由1人月供，可否出具银行同意转让份额证明'],['编号：239446'],['发布日期2020-03-19 17:08:45'],['已受理'],['等待回复：26天23小时48分'],['我在东莞有一套正在按揭中房产，2个共同所有人，另外1人想要把份额全部转让给我，房产证更名为我1人，银行可以否出具银行同意书，以便我到公证书公证份额变更？我有全部转账证明，证明实际还款都由我进行，且首付是我付的'],http://wz.sun0769.com/political/politics/index?id=447344
['关于劳务派遣是否能申请大学生就业补贴'],['编号：239485'],['发布日期2020-03-19 18:29:06'],['已受理'],['等待回复：29天19小时45分'],['本人本地东莞19届大专毕业生，目前参保单位和签订的一年劳动合同单位都是：东莞市海基志远人力资源服务有限公司，属于劳务派遣到镇单位上班，请问能否申请大学生就业补贴'],http://wz.sun0769.com/political/politics/index?id=447353
['关于湖北籍人员返岗需要企业开具接收证明事项'],['编号：239484'],['发布日期2020-03-19 18:42:24'],['已受理'],['等待回复：29天13小时14分'],['现在湖北籍办理健康绿码需要有接收单位才能办理，所以需要所在企业开具接收证明，但是企业人员回复说政府不允许企业开具接收证明，没有接收证明就无法办理健康绿码，没有绿码就无法出行，请问什么时候允许企业开接收证明。'],http://wz.sun0769.com/political/politics/index?id=447354
['请镇卫健局协助申请医疗鉴定'],['编号：239481'],['发布日期2020-03-19 19:20:35'],['待处理'],['等待处理：29天4小时27分'],['本人因左手腕受伤于2019年10月18日在桥头医院就诊的结果，但因一直未好转于是自行到市人民医院就诊。在手术完毕后，我对桥头医院的诊治非常不满于是在12345热线投诉桥头医院，桥头医院回复自身没有责任，我对此绝不认同。后来我向市医学会医疗事故鉴定的部门查询得知要单方面申请医疗事故鉴定须通过镇卫建部门，我向镇卫健局提出要做鉴定的诉求。镇卫健局安排我与桥头医院代表、卫健局工作人三方当面沟通。沟通现场我提出要做医疗鉴定的要求，但卫健局工作人员与医院代表沟通后，表示让我先尝试通过市医调委途经，医调委有专家组可以对事件给出意见，无法解决后再做医疗鉴定。\r\n      我坚持要做医疗鉴定，但卫健局工作人员表示让我先走市医调委的途经，于是我按照卫健局工作人员的意见向市医调委寄送了材料。今天，市医调委的工作人员就我在阳光热线的投诉联系我，表示需要等肺炎疫情结束才能开始程序。\r\n      自受伤以来，我身心都备受煎熬实在无法再等待下去，我在此请镇卫健局帮我申请医疗鉴定。'],http://wz.sun0769.com/political/politics/index?id=447357
['霞村新村南街一排停车位违规安装地锁？？合理吗？'],['编号：239482'],['发布日期2020-03-19 18:49:17'],['待处理'],['等待处理：29天4小时27分'],['请问相关路政部门，本村霞村新村南街为路政单位划区给村民免费停车位，为何却有人违规圈地以私设锥形桶、提示牌等来占用共有产权停车位而供自己享用??? \r\n请问这合理吗？\r\n地锁，私设锥形桶位置如下：新村南街健明眼科门口，聚祥大厦门口等车位。'],http://wz.sun0769.com/political/politics/index?id=447356
['社保局你好'],['编号：239480'],['发布日期2020-03-19 19:31:40'],['已受理'],['等待回复：29天19小时46分'],"['我想咨询一下,之前在公司上班,社保在广发银行买的,后来公司倒闭了,我的社保从新在村里面买的农保,村里的农保是东莞银行交的集体费用，现在想咨询一下我之前在广发的社保卡还能用吗,如果能用的话,我的社保卡密码忘记了,去广发银行办理密码重新设置吗,如果不能用的话,但我现在交的农保没有社保卡还是要申请东莞银行那个社保卡还是广发以前发的社保卡能继续使用']",http://wz.sun0769.com/political/politics/index?id=447358
['塘厦林村 疫情期间拆除居民区内违章建筑一定要在周一到周五吗？！学生网课怎么办？！'],['编号：239483'],['发布日期2020-03-19 18:47:30'],['已受理'],['等待回复：29天15小时29分'],['从今早开始，楼后边的违章建筑拆除工作开始。看一下日历吧，今天是周四。心里非常纳闷，为什么非要挑这个时候？！连水杯都被巨大的声响震的一抖一抖。\r\n我作为一个大学生，疫情期间需要在家上网课。我相信周围上网课的不止我一人，巨大的声音让我们听不到老师说的话，跟老师连麦做汇报更是奢望。请问这样的日子还要多久？！毕业班的孩子模拟考试改怎么办？！\r\n我只是奢望一个正常的学习生活环境。\r\n或许政府选择工作日拆，是想着大家去上班了，家里没有人，将打扰降到最小。很感谢政府为人民着想。但学生呢？麻烦政府也考虑一下吧。现在是全民防疫，所有学生只能指望网课赖学习了啊！！！\r\n我还有一个疑问，厂房建那么久了不拆，偏偏现在开始拆？！如果一定要工作日施工，为什么不等疫情过后？！\r\n希望能尽快解决。\r\n地址：塘厦镇林村环村路196号楼后边的厂房'],http://wz.sun0769.com/political/politics/index?id=447355
['口罩预约中签，为什么在东莞国药取货时却被告知无货？'],['编号：239479'],['发布日期2020-03-19 20:07:13'],['已受理'],['等待回复：29天21小时21分'],['口罩预约中签，为什么在东莞国药取货时却被告知无货？要求等货？请问既然中签了，政府投放的口罩应是分发到各个东莞国药分店了，那为什么取货时无货？口罩去哪里了？'],http://wz.sun0769.com/political/politics/index?id=447359
['商铺霸占街道，居民停车困难'],['编号：239414'],['发布日期2020-03-19 14:07:45'],['已受理'],['等待回复：26天21小时12分'],['您好相关领导，在石碣镇民丰路星辰街一些商户自行利用水泥墩拉横线等情况强行霸占街道，由于附近居住楼多为老旧居住楼无地下停车场无物业管理，居民停车困难紧张，居民多次沟通无果，望相关部门出面处理此状况，谢谢'],http://wz.sun0769.com/political/politics/index?id=447304
['外地小学毕业了后转回本地读初中须要什么手续？怎么办理？'],['编号：239445'],['发布日期2020-03-19 15:19:27'],['已受理'],['等待回复：27天14小时37分'],['尊敬的万江教育局：我家娃原是湖南衡阳户口，也一直在衡阳老家上小学，因我们的工作生活多年都在东莞，考虑到不让孩子做留守儿童，我们打算把孩子的户口以父母二个五年的形式随迁入万江房产处，现我小孩在老家读五年级，过一年如在外地读完小学毕业在转回本地初中是否可以直接入学万江初中，我这边需要提前准备哪些手续？谢谢！'],http://wz.sun0769.com/political/politics/index?id=447314
['花坛占用公共道路，阻碍交通。'],['编号：239441'],['发布日期2020-03-19 15:34:27'],['待处理'],['等待处理：26天4小时27分'],['东城温塘社区王山村王山路，靠路的业主私建花坛或用石块摆在路边，严重占用公共道路，阻碍通行，造成来往通行有很大的安全隐患，而且这应该也属于违建。请各位领导联系及时整理。'],http://wz.sun0769.com/political/politics/index?id=447318
['猫眼费的钱该谁出？'],['编号：239438'],['发布日期2020-03-19 15:49:12'],['已受理'],['等待回复：27天13小时49分'],['本人是某园区的租户，从去年开始，接到园区物业公司的缴费单子的时候，看到有个30元的“电信猫眼”收费。\r\n经过了解后得知，这是公安系统要求各个商户、凡是有楼梯等的地方都需要统一安装的。能够直接连接到公安局的监控系统上去的，为此堑头派出所的民警还专门上门过。\r\n我想了解的是：如果是统一的安保设施，这个经费应该是由当地的公安系统出的。如果是公安局要求园区需要有这样的设备，那么钱也应该是园区出。那么为什么这个费用会算到商户的头上？'],http://wz.sun0769.com/political/politics/index?id=447321
['企业'],['编号：239436'],['发布日期2020-03-19 15:50:50'],['已受理'],['等待回复：27天19小时36分'],['请问公司招聘首次在东莞就业的人员，是否以缴纳的社保为准，补贴1000/人给就业的企业呢'],http://wz.sun0769.com/political/politics/index?id=447323
['凤观路铁路桥何时才能修好？'],['编号：239450'],['发布日期2020-03-19 16:58:08'],['待处理'],['等待处理：26天4小时27分'],['凤观路铁架桥自之前出现断裂之后，已经封闭很长时间，大大影响出行。请问什么时候才能修好？'],http://wz.sun0769.com/political/politics/index?id=447341
['长塘社区股份制'],['编号：239439'],['发布日期2020-03-19 15:38:52'],['已受理'],['等待回复：26天22小时41分'],['请问长塘社区现在有实行股份制吗？实行的时间是什么时候？'],http://wz.sun0769.com/political/politics/index?id=447320
['新世纪豪园小区物业同一件事，每天都有不一样的说法，并且区别对待'],['编号：239430'],['发布日期2020-03-19 16:16:37'],['待处理'],['等待处理：26天4小时27分'],['小区物业上班时间早上8点至中午12点，下午2点至6点，和我们上班时间完全重合，我为了办理进出小区所要的证件，只能专门从单位请假出来办理，但是同一件事，我请了3次假，从单位回来3次才办好，原因是，每次物业工作人员索要的材料都不一样，这次准备了上次需要的材料，这次又变了，又不行了。详情如下：\r\n       办理小区疫情期间出入证，我们几个人按要求扫码申请了，我亲自去物业询问是否可以领取了，物业查看后回复，不可以代领，需要几位申请人本人携带身份证到物业办公室即可现场领取。两天后我让每个人跟单位请假，自己回小区带了身份证去物业，物业又搪塞没有门禁卡不能领，必须先办门禁卡，本人不用来，我一人带身份证即可代领所有人的出入证，今日又不予办理。如此前后反口也就算了，可同时，我们当中有一位自己先去物业，只比我们早了半小时，却已经领取，物业并未要求他办理门禁卡，明显的看心情。并且看人下菜。我带了另外两人身份证自己去物业要求代领他们的出入证，物业毅然回绝，要求他们本人自己去，他们自己去了，在没有证件的情况下却代领了另外一套房的3个人的出入证。诸如此类情况非常多，2月份我去物业办理门禁卡，物业要求必须提供证件照租房合同和身份证复印件，而今日要求我们必须办理，却什么都不需要了，只要留下名字马上就可以领取出入证。\r\n     对于他们一天一种说法和办事标准，我们要求他们拿出纸质相关流程文件，他们直接走人说，我们从来不搞这些东西，没有。\r\n      新世纪豪园小区物业办事效率低态度恶劣，每次去办事都说烦死了，我在3月初办理的两张门禁卡，当时说7到10天办好，至今已过20天都没有办好。\r\n      同时，小区管理非常不到位，疫情期间，小区内公共区域，电梯，大厅没有消毒过，门口保安检查出入证量体温全看心情，很多次我进出门口空无一人，不要说检查出入证，连测量体温都没有，办理出入证却比政府机关都难。\r\n    恳请相关部门规范小区物业管理，尽量不要让住户为了一件事三番五次跟单位请假凑他们上班时间，然后还办不成事情，谢谢！'],http://wz.sun0769.com/political/politics/index?id=447334
['低风险地区持绿码来东莞仍被要求隔离14天，有违中央政治局常务委员会会议要求'],['编号：239410'],['发布日期2020-03-19 14:14:11'],['已受理'],['等待回复：27天22小时50分'],['在2020年3月18日，习近平主持召开中共中央政治局常务委员会会议中明确指出，低风险地区之间的人员和货物流动，必要的健康证明要做到全国互认，不得再设置障碍，不对人员采取隔离措施。\r\n可是，持绿码由低风险地区来到东莞后，仍被要求进行长达14天的隔离，我们认为东莞目前隔离措施不符合中央会议精神，希望尽早解除隔离。'],http://wz.sun0769.com/political/politics/index?id=447309
['补缴社保中的困扰'],['编号：239426'],['发布日期2020-03-19 16:36:00'],['已受理'],['等待回复：27天19小时41分'],['尊敬的社保分局领导：您好！\r\n\r\n    我于2007年7月在一家小型公司工作至今，从事销售客服方面的工作，公司2015年给我上的社保，后多次跟公司领导协商要求补缴之前的社保无果，今年年后再次要求，公司终于同意将之前没交的补缴。\r\n   咨询社保人员后， 公司准备资料时卡在银行工资流水上，因公司很小只有几个人的规模，平时工资都是现金， 故无银行流水，现在不知该怎么办，一愁莫展。本人一直还在公司上班，存在真实的劳务关系，财务处有每月的工资发放表原件 及其它申请材料，恳请分局领导按实际情况考量，给予弱小个体人员一个合理机会，谢谢！！！'],http://wz.sun0769.com/political/politics/index?id=447338
['企山头招聘中心'],['编号：239433'],['发布日期2020-03-19 16:44:22'],['待处理'],['等待处理：26天4小时27分'],['企山头招聘中心，黑心中介，我亲戚上班一个月拿了1500块，还收取了200块钱介绍费。还有一帮人黑社会人威胁我亲戚，这个劳务公司没有10个平方，不知道政府部门怎么会让这样的黑中介营业，望各位领导重视，不要在让农民工受伤害了，谢谢'],http://wz.sun0769.com/political/politics/index?id=447339
['东莞市人民医院不愿意出具外购靶向药物证明单，导致病人报销无法进行'],['编号：239428'],['发布日期2020-03-19 16:21:52'],['已受理'],['等待回复：27天14小时13分'],['东莞市人民医院肿瘤中心我父亲得了直肠癌晚期由于化疗治愈无效在住院期间医生需要病人外购靶向药物（爱特优 呋喹替尼胶囊）医院医生帮助病人采购回来后病人食用后有改善效果。经本人查之此药物属于医保药物病人可以外购后凭外购证明资料可以得以报销的！病人要求医生开具此药物外购证明时医生不愿意开具外购药证明，这样本是医保药物就变成自费药物病人家庭经济承担不起这高价药物的负担特此诉求东莞人民医院为病人订购。'],http://wz.sun0769.com/political/politics/index?id=447336
['湖北籍绿码是否可以解除隔离'],['编号：239443'],['发布日期2020-03-19 16:49:37'],['已回复'],['处理用时：1天2小时4分'],"['广州深圳已经开始实施，中央也明确了对于健康码没有必要重复隔离，东莞什么时候可以跟进，重复隔离已经在家隔离了几十天的湖北籍人员，完全是形式主义，企业找不到人不能完全复工，工人有顾虑不敢轻易来莞，重复隔离完全就是劳民伤财，包容的东莞是不是多实事求是，因地制宜的为企业，员工着想一下', '您好！感谢您的意见和建议，关于湖北返莞返岗人员健康管理的问题，我市正抓紧研究，预计在近期向社会公布，具体请联系当地镇街疾控部门，祝您身体健康，工作顺利！']",http://wz.sun0769.com/political/politics/index?id=447340
['户证业务咨询'],['编号：239427'],['发布日期2020-03-19 16:23:14'],['已受理'],['等待回复：29天19小时41分'],['你好，请问我已于2020年1月22日已经拿到《东莞市人才入户卡》，准备迁入自有房产，现准备去办理户口迁入申请，但是本人居住年后过期了，请问此业务需要居住证吗？'],http://wz.sun0769.com/political/politics/index?id=447337
['松山湖滨湖路窝棚没整治、工作十分随意'],['编号：239412'],['发布日期2020-03-19 14:13:35'],['已受理'],['等待回复：26天19小时44分'],"['2020年3月17日上午约9:00,东莞市松山湖农林管理局袁科长（说得太含糊没听清），带城管、保安到松山湖滨湖路整治窝棚，机器强行拆除窝棚1处，原村民自己动手拆除1处，共计2处。但其余所剩窝棚只是到该处随意过问两句即带队离开。有以下几点疑虑：\r\n一、同样是窝棚，为什么有的强拆，有的不用拆，临走时留下一句“人家这两天自己拆”，但时间已过去3天，其余窝棚还是原封不动在原处。据现场了解，现未拆窝棚的主人，在该批人员到达时，窝棚主人派发香烟给执法人员，而该批执法人员没有实实在在贯彻所谓的“窝棚整治”管理精神，工作标准十分随意。坊间话为“欺软怕硬”。据了解，滨湖路沿途窝棚十分之多，但该队伍并无按照其所说的标准执行文件精神。工作能力及态度无法服众。\r\n二、再且该科长说已于一个月前通知，但本人无接到任何通知。其述通知途径有二：一为通知宝陂村村委，让村委通知村民；二为粘贴告示。据了解，宝陂村村委并无任何通知给到村民；并且告示粘贴不齐，部分有，部分无。事后在其余地方找到其所谓“告示”，落款处无联系方式，试问若有意见该如何寻找途径反馈？\r\n三、拆除所谓窝棚篱笆后，原村民果树即刻暴露在路边，马上就是荔枝、龙眼成熟季节，农民的财产如何保障安全？\r\n四、窝棚所在地区本是属地归属争议地区，双方各执一词，但并无任何服众的法律性文件给予说明。村民暂且根据几十年的习惯，在此地建立简易农用工具房，说是影响市容市貌，但拆除后，农民生产用具没地方放置，经过这两天下雨，已经损坏部分农具。所谓“精神”文件，让他们执行，但辛苦的还是底下贫民百姓，政府做到了面子工程，但老百姓毫无保障。试问是没有解决根本问题就搞“一刀切”的面子工程是为何？\r\n五、所谓领导在场解说，但均为官腔，并无任何实质文件展示，说得最多一句“你自己上网查”。为何所谓执法，但并无一人出示有效证件？既然说为贯彻文件精神，为何不带相关文件在身？']",http://wz.sun0769.com/political/politics/index?id=447308
['市中心停车场收费问题'],['编号：239417'],['发布日期2020-03-19 13:23:19'],['已受理'],['等待回复：27天22小时51分'],['能不能下调一下停车费？自从原来免费随便停放~到刚给承包管理原来的低收费标准!再到现在的20多块钱一个白天！！老百姓真的吃不消！！你们口口声声说充分利用停车效率什么的！你看现在天价收费之后·空空的大把车位!!'],http://wz.sun0769.com/political/politics/index?id=447300
['长沙微领地网络科技有限公司东莞分公司'],['编号：239393'],['发布日期2020-03-19 10:51:16'],['已受理'],['等待回复：27天19小时32分'],['长沙微领地网络科技有限公司东莞分公司。事发如下：本人入职以来公司至今未与签署劳动合同。2019年12月份至今的工资一直未发放。如果在其中情况下公司倒闭了是否拿不到任何赔偿？'],http://wz.sun0769.com/political/politics/index?id=447283
['交通违法申诉'],['编号：239397'],['发布日期2020-03-19 10:32:12'],['待处理'],['等待处理：26天4小时27分'],['你好！我3月10日10:19分驾车行驶到石碣北潢路裕田路口时被电子警察抓拍，违法行为是：机动车通过有灯控路口时，不按所需行进方向驶入导向车道的。我对此违章有异议，虽然车道上只标有左转箭头，但是行驶方向的灯控箭头显示两条车道都有直行及左转弯指示。\r\n      以上请相关人员核实，如果申诉人确定是违章了，车道导向标示是正确的，那灯控标示的绿灯可同时左转和直行的指示是否有误？'],http://wz.sun0769.com/political/politics/index?id=447278
['大岭山凯东新城物业侵犯业主权益投诉'],['编号：239401'],['发布日期2020-03-19 09:25:40'],['已受理'],['等待回复：27天14小时45分'],['我是凯东新城的一名业主，小区物业通知20日撤销小区存在十几年的楼层垃圾桶，小区业主代表向物业提出抗议并且大部分业主都不同意撤销，物业无视业主诉求和民意，并大肆破坏小区绿化，并准备20日强制撤销，业委会和业主代表要求都没用，业主反对意见当没看见，为什么这个物业如此嚣张跋扈，是谁在给他们撑腰？请政府严厉处罚，业主诉求如下：\r\n1.停止错误，停止撤销垃圾桶，对物业进行处罚。\r\n2.按照相关法律规定物业要定期向业主公示物业账目，这个物业十几年从未公布过。\r\n3.小区物业从未公示服务内容和标准，业主根本不清楚物业提供了什么服务。\r\n4.业委会向物业要求归还公共收益，物业也拒不交出。'],http://wz.sun0769.com/political/politics/index?id=447274
['疫情期间，居住证如何办理'],['编号：239394'],['发布日期2020-03-19 10:49:27'],['已受理'],['等待回复：26天18小时24分'],['在粤省事申请了办理居住证，疫情期间要多久可以拿到证件？目前系统提示审核中'],http://wz.sun0769.com/political/politics/index?id=447282
['香居明苑化美物业停车场违建岗亭收费'],['编号：239395'],['发布日期2020-03-19 10:40:19'],['已受理'],['等待回复：27天13小时22分'],['寮城中路香居明苑停车城在红线范围外，化美物业没有经业主同意私自圈地建岗亭违法收停车费，已造成业主和物业多次冲突，甚至有打架拆栏杆等发生，请城管局严正执法，拆除岗亭，杜绝矛盾源头！'],http://wz.sun0769.com/political/politics/index?id=447280
['请问天安数码城附近的小公园开建了没？'],['编号：239392'],['发布日期2020-03-19 11:20:07'],['待处理'],['等待处理：26天4小时27分'],['前些年有看到政府计划在天安数码城附近建设一个休闲小公园，不知道规划的位置在哪？开建了没？'],http://wz.sun0769.com/political/politics/index?id=447286
['大朗中学网课问题'],['编号：239420'],['发布日期2020-03-19 12:45:43'],['已受理'],['等待回复：26天21小时28分'],['我个人对于上网课这件事情并无反对，但是我认为学校以学分来强制学生按时签到以及看课交作业的行为很不合适，毕竟大家都是在家，起不来床的情况难免会有。更何况作业安排那么多，说是课间有时间可以做，但是有时老师发作业的时间非常慢，有的老师直到晚上八点多才公布当天作业。而且有些老师喜欢提前上课，拖堂更不用说，课件本就没什么时间，把作业拖到晚上就要写到很晚，第二天又要被强制起床签到看课。这样循环下来身体怎么撑得住？还有学校新安排了周测，对于周测我没有意见，但是本来就是占用我们的周末时间进行的，就不能适当安排吗？？？一科安排两小时，早上有下午有晚上也有，加上周末作业，这已经把五天课强行变成了六天！这些做法都已经引来了我们大部分学生的强烈不满，只是大家都不敢说。由图可见！这是我对大朗中学种种做法的投诉，若有其他不合理的举措，我会积极检举，希望我的个人权利能受到保障。'],http://wz.sun0769.com/political/politics/index?id=447297
['移动网络差'],['编号：239422'],['发布日期2020-03-19 12:34:37'],['待处理'],['等待处理：26天4小时27分'],['移动网络（手机4G网络和网络宽带）差，基站被拆了半年都没有新建起来，导致我所在区域的网络一直被影响，每次反复去反映问题，解决的办法都是老三套，都最后就说你耐心等待吧。我想难道要我等你一年。然后网络宽带问题，是有闪断，一点都不稳定，一开始忽悠我自费去装那个1000兆路由器，然而装了之后半点效果都没有，然后打电话过去反映，他们工作人员说，移动网络就是那么差，我只能对你呵呵。连你自己工作人员都这样说，问题是我的问题却是一定都解决掉。'],http://wz.sun0769.com/political/politics/index?id=447295
